Log file store in ,/logs/log_Chi2_100_19,txt 

GNB_CV	PART	FILTER	FEATS	ACC_TR	AUC_TR	ACC_TST	AUC_TST	TIME
69	1	ALL	4635	1,0	1,0	0,8089171974522293	0,890188434048083	2,184194326400757
69	2	ALL	4635	1,0	1,0	0,7961783439490446	0,8406432748538012	2,220067024230957
69	3	ALL	4635	1,0	1,0	0,864516129032258	0,9314166666666667	2,2314884662628174
69	4	ALL	4635	1,0	1,0	0,7806451612903226	0,9185833333333334	2,2711243629455566
69	5	ALL	4635	1,0	1,0	0,8516129032258064	0,9125833333333334	2,205512762069702

69	1	Chi2	10	1,0	1,0	0,7579617834394905	0,831140350877193	0,36405062675476074
69	2	Chi2	10	1,0	1,0	0,732484076433121	0,7965399610136451	0,3251221179962158
69	3	Chi2	10	1,0	1,0	0,7935483870967742	0,8525833333333334	0,3139781951904297
69	4	Chi2	10	1,0	1,0	0,7290322580645161	0,81175	0,3261239528656006
69	5	Chi2	10	1,0	1,0	0,7032258064516129	0,8040000000000002	0,3271968364715576

Log file store in ,/logs/log_Chi2_200_19,txt 

GNB_CV	PART	FILTER	FEATS	ACC_TR	AUC_TR	ACC_TST	AUC_TST	TIME
19	1	ALL	4635	1,0	1,0	0,7515923566878981	0,8711825860948668	2,210829019546509
19	2	ALL	4635	1,0	1,0	0,7452229299363057	0,8480344379467186	2,164393663406372
19	3	ALL	4635	1,0	1,0	0,8516129032258064	0,9353333333333333	2,2160933017730713
19	4	ALL	4635	1,0	1,0	0,832258064516129	0,92175	2,245988607406616
19	5	ALL	4635	1,0	1,0	0,7935483870967742	0,9008333333333333	2,1870713233947754

19	1	Chi2	200	1,0	1,0	0,7643312101910829	0,895873944119558	0,6908347606658936
19	2	Chi2	200	1,0	1,0	0,7898089171974523	0,8696393762183237	0,7099423408508301
19	3	Chi2	200	1,0	1,0	0,864516129032258	0,94125	0,6912782192230225
19	4	Chi2	200	1,0	1,0	0,8387096774193549	0,9285	0,6634929180145264
19	5	Chi2	200	1,0	1,0	0,832258064516129	0,9106666666666666	0,6616568565368652

Log file store in ,/logs/log_Chi2_200_42,txt 

GNB_CV	PART	FILTER	FEATS	ACC_TR	AUC_TR	ACC_TST	AUC_TST	TIME
42	1	ALL	4635	1,0	1,0	0,802547770700637	0,888157894736842	2,236050844192505
42	2	ALL	4635	1,0	1,0	0,7707006369426752	0,8646848602988952	2,1449244022369385
42	3	ALL	4635	1,0	1,0	0,864516129032258	0,9285000000000001	2,2838358879089355
42	4	ALL	4635	1,0	1,0	0,8193548387096774	0,9160833333333334	2,277559757232666
42	5	ALL	4635	1,0	1,0	0,7806451612903226	0,9026666666666667	2,139822006225586

42	1	Chi2	200	1,0	1,0	0,7770700636942676	0,8992040285899936	0,6905391216278076
42	2	Chi2	200	1,0	1,0	0,7898089171974523	0,8543697205977908	0,696223258972168
42	3	Chi2	200	1,0	1,0	0,8838709677419355	0,9413333333333334	0,6589071750640869
42	4	Chi2	200	1,0	1,0	0,8516129032258064	0,9321666666666666	0,7325077056884766
42	5	Chi2	200	1,0	1,0	0,8193548387096774	0,9073333333333333	0,6784710884094238

Log file store in ,/logs/log_Chi2_200_69,txt 

GNB_CV	PART	FILTER	FEATS	ACC_TR	AUC_TR	ACC_TST	AUC_TST	TIME
69	1	ALL	4635	1,0	1,0	0,7898089171974523	0,8821474983755686	2,191451072692871
69	2	ALL	4635	1,0	1,0	0,7707006369426752	0,8471410006497726	2,199568033218384
69	3	ALL	4635	1,0	1,0	0,8516129032258064	0,9334166666666667	2,2295069694519043
69	4	ALL	4635	1,0	1,0	0,832258064516129	0,9239166666666666	2,230952024459839
69	5	ALL	4635	1,0	1,0	0,8258064516129032	0,8976666666666666	2,139758825302124

69	1	Chi2	200	1,0	0,9999999999999999	0,8089171974522293	0,9033463287849253	0,6599459648132324
69	2	Chi2	200	1,0	1,0	0,7834394904458599	0,8507147498375569	0,6799600124359131
69	3	Chi2	200	1,0	1,0	0,8451612903225807	0,9323333333333333	0,6833322048187256
69	4	Chi2	200	1,0	0,9999999999999999	0,8129032258064516	0,9200833333333334	0,6966936588287354
69	5	Chi2	200	1,0	1,0	0,8580645161290322	0,9125833333333333	0,732398509979248

Log file store in ,/logs/log_Chi2_20_19,txt 

GNB_CV	PART	FILTER	FEATS	ACC_TR	AUC_TR	ACC_TST	AUC_TST	TIME
19	1	ALL	4635	1,0	1,0	0,7898089171974523	0,8853151397011045	2,2078115940093994
19	2	ALL	4635	1,0	1,0	0,7834394904458599	0,8581059129304743	2,2182412147521973
19	3	ALL	4635	1,0	0,9999999999999999	0,8580645161290322	0,9250833333333334	2,2229397296905518
19	4	ALL	4635	1,0	1,0	0,8387096774193549	0,9258333333333333	2,263339042663574
19	5	ALL	4635	1,0	1,0	0,7935483870967742	0,9024166666666668	2,1868584156036377

19	1	Chi2	20	1,0	1,0	0,7643312101910829	0,8594054580896686	0,3838198184967041
19	2	Chi2	20	1,0	1,0	0,7579617834394905	0,8149772579597141	0,45056748390197754
19	3	Chi2	20	1,0	1,0	0,8193548387096774	0,8715	0,435166597366333
19	4	Chi2	20	1,0	0,9999999999999999	0,7935483870967742	0,8643333333333334	0,33404016494750977
19	5	Chi2	20	1,0	1,0	0,7741935483870968	0,8501666666666668	0,318157434463501

Log file store in ,/logs/log_Chi2_20_42,txt 

GNB_CV	PART	FILTER	FEATS	ACC_TR	AUC_TR	ACC_TST	AUC_TST	TIME
42	1	ALL	4635	1,0	0,9999999999999999	0,7770700636942676	0,8784113060428849	2,1849751472473145
42	2	ALL	4635	1,0	0,9999999999999999	0,7707006369426752	0,8614359974009097	2,1756837368011475
42	3	ALL	4635	1,0	0,9999999999999999	0,8387096774193549	0,9255	2,192873001098633
42	4	ALL	4635	1,0	1,0	0,8129032258064516	0,9158333333333333	2,2140417098999023
42	5	ALL	4635	1,0	1,0	0,8064516129032258	0,90225	2,187678337097168

42	1	Chi2	20	1,0	1,0	0,7388535031847133	0,8548570500324886	0,3995788097381592
42	2	Chi2	20	1,0	1,0	0,7579617834394905	0,832521117608837	0,3851194381713867
42	3	Chi2	20	1,0	1,0	0,8	0,8805000000000001	0,38084840774536133
42	4	Chi2	20	1,0	1,0	0,8	0,8768333333333334	0,436795711517334
42	5	Chi2	20	1,0	1,0	0,7612903225806451	0,8533333333333334	0,46124887466430664

Log file store in ,/logs/log_Chi2_20_69,txt 

GNB_CV	PART	FILTER	FEATS	ACC_TR	AUC_TR	ACC_TST	AUC_TST	TIME
69	1	ALL	4635	1,0	1,0	0,7707006369426752	0,8886452241715399	2,1965861320495605
69	2	ALL	4635	1,0	1,0	0,7515923566878981	0,8495776478232617	2,1923623085021973
69	3	ALL	4635	1,0	1,0	0,8258064516129032	0,9195	2,1999449729919434
69	4	ALL	4635	1,0	1,0	0,7935483870967742	0,9238333333333333	2,2264790534973145
69	5	ALL	4635	1,0	0,9999999999999999	0,8451612903225807	0,9126666666666667	2,178795099258423

69	1	Chi2	20	1,0	1,0	0,7452229299363057	0,8473034437946718	0,39228081703186035
69	2	Chi2	20	1,0	1,0	0,7707006369426752	0,8163580246913581	0,41924166679382324
69	3	Chi2	20	1,0	1,0	0,7870967741935484	0,873	0,41685962677001953
69	4	Chi2	20	1,0	1,0	0,8064516129032258	0,8702500000000001	0,41131067276000977
69	5	Chi2	20	1,0	1,0	0,7806451612903226	0,85725	0,40542101860046387

Log file store in ,/logs/log_Chi2_50_19,txt 

GNB_CV	PART	FILTER	FEATS	ACC_TR	AUC_TR	ACC_TST	AUC_TST	TIME
19	1	ALL	4635	1,0	1,0	0,7961783439490446	0,8881578947368421	2,2165334224700928
19	2	ALL	4635	1,0	1,0	0,7834394904458599	0,8543697205977908	2,1704394817352295
19	3	ALL	4635	1,0	1,0	0,8709677419354839	0,9369999999999999	2,260852813720703
19	4	ALL	4635	1,0	1,0	0,8451612903225807	0,9265833333333334	2,23814058303833
19	5	ALL	4635	1,0	1,0	0,8258064516129032	0,9055833333333334	2,2303082942962646

19	1	Chi2	50	1,0	0,9999999999999999	0,7898089171974523	0,8943307342430149	0,49291300773620605
19	2	Chi2	50	1,0	1,0	0,7452229299363057	0,8478719948018194	0,49619317054748535
